Unnamed: 0,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag
121,1068006,19750.0,19750.0,19725.0, 36 months, 10.65%,643.33,B,B2,"PACIFIC WOOD LAMINATES, INC.",4 years,RENT,45000.0,Verified,Dec-2011,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068006,debt_consolidation,CONSOLIDATION,974xx,OR,22.8,0.0,Sep-2000,720.0,724.0,0.0,56.0,,12.0,0.0,16576.0,54.2%,28.0,f,0.0,0.0,11931.23,11916.2,8590.58,2698.78,0.0,641.87,6.4128999974,Sep-2013,787.01,,Oct-2016,499.0,0.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
122,1068075,10000.0,10000.0,10000.0, 36 months,  9.91%,322.25,B,B1,Albert Einstein College of Medicine,3 years,RENT,31200.0,Source Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068075,debt_consolidation,Debt consolidation loan,104xx,NY,14.81,0.0,Oct-2005,710.0,714.0,0.0,,,13.0,0.0,5540.0,27%,19.0,f,0.0,0.0,10904.8390256439,10904.84,10000.0,904.84,0.0,0.0,0.0,Jan-2013,6912.69,,Mar-2015,779.0,775.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
123,1065642,13650.0,13650.0,13650.0, 36 months, 12.42%,456.12,B,B4,MWH Americas,4 years,RENT,66000.0,Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1065642,debt_consolidation,Debt Consolidation,891xx,NV,24.09,0.0,Feb-2001,675.0,679.0,0.0,74.0,,11.0,0.0,8933.0,56.5%,34.0,f,0.0,0.0,16012.1121239928,16012.11,13650.0,2362.11,0.0,0.0,0.0,Dec-2013,5980.83,,Jan-2018,569.0,565.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
124,1068179,28000.0,11800.0,11775.0, 60 months, 19.91%,312.04,E,E4,American Airlines,10+ years,RENT,52000.0,Verified,Dec-2011,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068179,debt_consolidation,Debt Consalidation,752xx,TX,20.7,0.0,Dec-1988,685.0,689.0,0.0,,,10.0,0.0,29178.0,87.6%,16.0,f,0.0,0.0,12181.32,12155.52,4281.54,4759.37,0.0,3140.41,563.7887999982,Jun-2014,312.04,,Oct-2016,554.0,550.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
125,1068158,18000.0,18000.0,18000.0, 36 months,  7.90%,563.23,A,A4,United States Air Force,10+ years,RENT,56964.0,Source Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068158,debt_consolidation,Debt Consolidation / Lower CC Rate,935xx,CA,27.55,0.0,Feb-1999,720.0,724.0,0.0,,,7.0,0.0,17381.0,76.6%,20.0,f,0.0,0.0,20276.060295169398,20276.06,18000.0,2276.06,0.0,0.0,0.0,Jan-2015,567.29,,May-2018,764.0,760.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
126,1068180,2500.0,2500.0,2500.0, 36 months, 14.27%,85.78,C,C2,United states air force,7 years,RENT,49500.0,Source Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068180,debt_consolidation,Money,325xx,FL,10.33,0.0,Nov-2004,670.0,674.0,1.0,52.0,,7.0,0.0,9868.0,37.7%,20.0,f,0.0,0.0,2529.9020833332997,2529.9,2500.0,29.9,0.0,0.0,0.0,Feb-2012,2530.74,,Feb-2012,674.0,670.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
127,1065673,21000.0,21000.0,20120.806572591904, 60 months, 20.30%,559.89,E,E5,King Soopers (Kroger Co),10+ years,RENT,70000.0,Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1065673,credit_card,Credit Card,801xx,CO,23.21,0.0,Dec-1991,670.0,674.0,2.0,,,17.0,0.0,12508.0,70.7%,25.0,f,0.0,0.0,27097.7218541277,24863.3,21000.0,6097.72,0.0,0.0,0.0,Aug-2013,17029.75,,Jan-2020,754.0,750.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
128,1068159,35000.0,35000.0,35000.0, 36 months,  8.90%,1111.37,A,A5,City of Los Angeles,6 years,MORTGAGE,125000.0,Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068159,debt_consolidation,Debt Consolidation,928xx,CA,22.71,0.0,Aug-2000,740.0,744.0,0.0,,,8.0,0.0,9051.0,34.8%,32.0,f,0.0,0.0,40009.00998998821,40009.01,35000.0,5009.01,0.0,0.0,0.0,Jan-2015,1123.85,,Jun-2016,714.0,710.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
129,1068165,10000.0,10000.0,10000.0, 36 months,  7.51%,311.11,A,A3,Malvern School of Medford,3 years,RENT,33000.0,Not Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068165,credit_card,Financial Freedom,080xx,NJ,9.75,0.0,Oct-2004,745.0,749.0,1.0,,,9.0,0.0,68.0,0.6%,19.0,f,0.0,0.0,11028.357497108302,11028.36,10000.0,1028.36,0.0,0.0,0.0,Dec-2013,4190.34,,Nov-2013,719.0,715.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
130,1059689,7000.0,7000.0,7000.0, 36 months, 12.69%,234.82,B,B5,Best Buy,< 1 year,RENT,30000.0,Source Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1059689,credit_card,Credit Card,233xx,VA,15.8,0.0,Aug-2004,675.0,679.0,2.0,,,7.0,0.0,15455.0,47.6%,11.0,f,0.0,0.0,8453.250716832701,8453.25,7000.0,1453.25,0.0,0.0,0.0,Jan-2015,238.06,,Jan-2015,614.0,610.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
131,1066215,24000.0,24000.0,24000.0, 36 months, 15.96%,843.3,C,C5,lafidale inc,8 years,MORTGAGE,90000.0,Source Verified,Dec-2011,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1066215,home_improvement,home improve,927xx,CA,9.17,0.0,Jun-1995,715.0,719.0,1.0,,,9.0,0.0,30952.0,71.2%,23.0,f,0.0,0.0,5903.1,5903.1,3813.57,2082.11,0.0,7.42,0.0,Aug-2012,843.3,,Nov-2016,564.0,560.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
132,1063270,10625.0,10625.0,10625.0, 36 months,  7.51%,330.56,A,A3,Dennis Alleman DMD,5 years,MORTGAGE,23000.0,Not Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1063270,medical,Bills,970xx,OR,18.89,0.0,Feb-2005,730.0,734.0,1.0,,,9.0,0.0,7114.0,43.4%,21.0,f,0.0,0.0,11843.011640797,11843.01,10625.0,1218.01,0.0,0.0,0.0,Jun-2014,2594.01,,Oct-2015,719.0,715.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
133,1067931,5000.0,5000.0,5000.0, 36 months, 14.65%,172.48,C,C3,Military,2 years,RENT,24000.0,Source Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1067931,debt_consolidation,Debt Consolidation,150xx,PA,18.3,0.0,Nov-2005,670.0,674.0,2.0,24.0,,5.0,0.0,2429.0,33.3%,9.0,f,0.0,0.0,5682.990140295799,5682.99,5000.0,682.99,0.0,0.0,0.0,Jan-2013,3615.46,,May-2016,664.0,660.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
134,1067922,8850.0,8850.0,8850.0, 36 months,  6.62%,271.73,A,A2,Carroll County Public Schools,10+ years,RENT,62000.0,Source Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1067922,credit_card,After Great Experience I am Back Again,211xx,MD,17.71,0.0,Sep-1998,735.0,739.0,0.0,,,7.0,0.0,9466.0,35.9%,19.0,f,0.0,0.0,9782.190000654098,9782.19,8850.0,932.19,0.0,0.0,0.0,Jan-2015,5.67,,Dec-2019,779.0,775.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
135,1067919,6375.0,6375.0,6375.0, 36 months,  7.51%,198.34,A,A3,Dental TLC,4 years,RENT,44000.0,Source Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1067919,debt_consolidation,Credit Cards & Laptop,303xx,GA,4.8,0.0,Nov-2000,730.0,734.0,0.0,,,7.0,0.0,6324.0,58%,11.0,f,0.0,0.0,6737.872873399104,6737.87,6375.0,362.87,0.0,0.0,0.0,Dec-2012,2585.54,,Feb-2020,734.0,730.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
136,1068106,6000.0,6000.0,6000.0, 36 months, 11.71%,198.46,B,B3,Infosys Technologies Ltd.,1 year,RENT,90000.0,Not Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068106,credit_card,Credit Card,070xx,NJ,2.97,1.0,May-2007,680.0,684.0,0.0,16.0,,10.0,0.0,8489.0,56.6%,23.0,f,0.0,0.0,7041.9115922401,7041.91,6000.0,1041.91,0.0,0.0,0.0,Mar-2014,2082.79,,Jun-2018,654.0,650.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
137,1068111,11100.0,11100.0,11100.0, 36 months,  6.62%,340.82,A,A2,Aetna ,10+ years,RENT,41000.0,Verified,Dec-2011,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068111,credit_card,Help me out,194xx,PA,29.85,0.0,Jan-1991,755.0,759.0,1.0,,,8.0,0.0,17518.0,62.3%,18.0,f,0.0,0.0,8124.540000000003,8124.54,6516.79,976.85,0.0,630.9,6.265000000700001,Nov-2013,340.82,,Oct-2016,634.0,630.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
138,1067655,10000.0,10000.0,10000.0, 60 months, 12.69%,225.95,B,B5,Barnes and Noble,2 years,MORTGAGE,56000.0,Source Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1067655,debt_consolidation,Debt Consolidation,923xx,CA,10.82,0.0,Apr-2000,735.0,739.0,1.0,,,11.0,0.0,10081.0,31.2%,18.0,f,0.0,0.0,12739.0699999999,12739.07,10000.0,2739.07,0.0,0.0,0.0,Oct-2014,5526.53,,Sep-2014,729.0,725.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
139,1060662,6200.0,6200.0,6200.0, 36 months,  6.03%,188.71,A,A1,WV State Tax Department,5 years,MORTGAGE,26500.0,Not Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1060662,small_business,Business Loan,263xx,WV,18.2,0.0,Jun-2000,770.0,774.0,0.0,,,6.0,0.0,2982.0,16%,18.0,f,0.0,0.0,6793.1828502581,6793.18,6200.0,593.18,0.0,0.0,0.0,Jan-2015,1.83,,Jan-2015,789.0,785.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
140,1061304,15000.0,15000.0,15000.0, 36 months, 18.64%,547.12,E,E1,Norfolk Southern ,1 year,RENT,54000.0,Not Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1061304,debt_consolidation,Debt Consolidation ,300xx,GA,19.69,0.0,Aug-2006,660.0,664.0,2.0,,,9.0,0.0,15183.0,90.3%,12.0,f,0.0,0.0,19405.3024363312,19405.3,15000.0,4405.3,0.0,0.0,0.0,May-2014,4641.23,,Sep-2019,549.0,545.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
141,1068095,4200.0,4200.0,4200.0, 36 months, 11.71%,138.92,B,B3,Search for Common Ground,2 years,RENT,53000.0,Not Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068095,other,Relocation Assistance,403xx,MD,16.91,0.0,Dec-2002,680.0,684.0,0.0,60.0,,15.0,0.0,8336.0,79.7%,22.0,f,0.0,0.0,5001.0803665512,5001.08,4200.0,801.08,0.0,0.0,0.0,Jan-2015,141.26,,Jan-2020,699.0,695.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
142,1067182,14000.0,14000.0,14000.0, 36 months, 14.27%,480.33,C,C2,Kazork,4 years,RENT,52800.0,Not Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1067182,debt_consolidation,Credit Card Debt,919xx,CA,7.36,0.0,Feb-2005,680.0,684.0,1.0,,,9.0,0.0,13378.0,70.8%,14.0,f,0.0,0.0,14488.2663221248,14488.27,14000.0,488.27,0.0,0.0,0.0,Apr-2012,13531.87,,Apr-2012,669.0,665.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
143,822464,8875.0,8875.0,8875.0, 36 months,  7.51%,276.11,A,A3,Ashbrook Village Senior Community,1 year,MORTGAGE,38000.0,Not Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=822464,debt_consolidation,Credit Card Debt Consolidation,301xx,GA,23.53,0.0,Jun-1993,740.0,744.0,1.0,,,13.0,0.0,19056.0,62.1%,27.0,f,0.0,0.0,9713.5610123768,9713.56,8875.0,838.56,0.0,0.0,0.0,Sep-2013,4472.8,,Jan-2019,729.0,725.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
144,1063526,13500.0,13500.0,13500.0, 36 months,  9.91%,435.04,B,B1,Bank of the West,7 years,RENT,38000.0,Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1063526,debt_consolidation,personal loan,917xx,CA,12.38,0.0,May-1997,745.0,749.0,1.0,,,3.0,0.0,16023.0,67.3%,7.0,f,0.0,0.0,15659.005462385,15659.01,13500.0,2159.01,0.0,0.0,0.0,Jan-2015,307.62,,Jan-2015,739.0,735.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
145,1068091,12000.0,12000.0,12000.0, 36 months,  9.91%,386.7,B,B1,Luxottica Retail,2 years,RENT,42000.0,Not Verified,Dec-2011,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068091,debt_consolidation,Consolidation,553xx,MN,7.83,0.0,Jun-2006,725.0,729.0,2.0,,,8.0,0.0,9749.0,65.4%,16.0,f,0.0,0.0,11242.49,11242.49,9011.72,1807.88,0.0,422.89,4.1489000016,May-2014,386.7,,Dec-2019,659.0,655.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
146,1068090,16000.0,16000.0,15975.0, 60 months, 19.91%,423.11,E,E4,Energy Northwest,4 years,RENT,55000.0,Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068090,debt_consolidation,Debt Free,993xx,WA,15.8,0.0,Feb-2004,665.0,669.0,0.0,54.0,,8.0,0.0,7743.0,72.4%,19.0,f,0.0,0.0,22286.220337199702,22251.4,16000.0,6286.22,0.0,0.0,0.0,May-2014,10869.79,,May-2014,724.0,720.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
147,1068082,21600.0,21600.0,20498.26578107292, 60 months, 19.42%,565.32,E,E3,State of Georgia/United States Air Force,8 years,MORTGAGE,60000.0,Source Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068082,debt_consolidation,5 Years to Financial Freedom,312xx,GA,16.74,1.0,Dec-1990,675.0,679.0,0.0,23.0,,6.0,0.0,13354.0,78.1%,21.0,f,0.0,0.0,27586.781407596,24859.66,21600.0,5986.78,0.0,0.0,0.0,Aug-2013,17416.49,,Aug-2017,554.0,550.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
148,1068078,6000.0,6000.0,6000.0, 36 months, 10.65%,195.44,B,B2,Medin Corporation,6 years,MORTGAGE,87000.0,Not Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068078,home_improvement,Roof,074xx,NJ,12.86,2.0,Mar-2000,690.0,694.0,0.0,9.0,,12.0,0.0,11739.0,40.5%,22.0,f,0.0,0.0,7000.2325278835,7000.23,6000.0,1000.23,0.0,0.0,0.0,Jul-2014,1335.92,,Dec-2018,679.0,675.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
149,1057633,8450.0,8450.0,8425.0, 60 months, 16.77%,208.97,D,D2,Best Buy,5 years,OWN,25000.0,Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1057633,debt_consolidation,PayCC,606xx,IL,22.51,0.0,Mar-2004,690.0,694.0,2.0,,,6.0,0.0,17614.0,83.5%,21.0,f,0.0,0.0,12206.2200108979,12170.11,8450.0,3756.22,0.0,0.0,0.0,Sep-2015,3239.35,,Sep-2015,669.0,665.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
150,1046204,20000.0,20000.0,18590.337769793747, 60 months, 13.49%,460.1,C,C1,The McGraw-Hill Companies,1 year,RENT,82000.0,Not Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1046204,credit_card,Credit Card Refinance,432xx,OH,17.68,0.0,Feb-1995,715.0,719.0,0.0,,,13.0,0.0,26693.0,61.4%,23.0,f,0.0,0.0,26403.4099999967,23753.25,20000.0,6403.41,0.0,0.0,0.0,Feb-2015,9848.46,,Mar-2016,804.0,800.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
151,1067794,10000.0,10000.0,10000.0, 36 months, 11.71%,330.76,B,B3,karl strauss brewing company,8 years,RENT,60000.0,Not Verified,Dec-2011,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1067794,debt_consolidation,consolidation loan,921xx,CA,22.08,0.0,Jul-2001,695.0,699.0,0.0,,,8.0,0.0,5626.0,29.3%,26.0,f,0.0,0.0,6002.38,6002.38,4293.91,1388.86,0.0,319.61,57.5028,Jul-2013,62.38,,Oct-2016,594.0,590.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
152,1067816,12000.0,12000.0,12000.0, 36 months, 16.29%,423.61,D,D1,buckhead family dentistry,5 years,MORTGAGE,80000.0,Verified,Dec-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1067816,credit_card,Credit Card,303xx,GA,18.18,0.0,Apr-2002,685.0,689.0,0.0,,,8.0,0.0,29609.0,97.2%,11.0,f,0.0,0.0,14949.904697929998,14949.9,12000.0,2949.9,0.0,0.0,0.0,Mar-2014,4368.56,,Jun-2018,714.0,710.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
153,1068018,13475.0,13475.0,13450.0, 60 months, 13.49%,309.99,C,C1,vons,10+ years,RENT,25000.0,Verified,Dec-2011,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1068018,credit_card,Bills,917xx,CA,21.89,0.0,Dec-2001,730.0,734.0,1.0,,,7.0,0.0,9943.0,65.8%,14.0,f,0.0,0.0,6199.8,6188.35,3516.74,2682.15,0.0,0.91,0.0,Oct-2013,28.0,,May-2020,674.0,670.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N
